Fecha,Hora,Noroeste PM10,Noroeste monóxido de carbono,Noreste PM10,Noreste monóxido de carbono,Centro PM10,Centro monóxido de carbono,Suroeste PM10,Suroeste monóxido de carbono,Sureste PM10,Sureste monóxido de carbono
11/05/2023,13,65,11,64,9,48,9,43,5,61,7
11/05/2023,14,65,10,65,9,49,7,41,5,58,6
11/05/2023,15,64,8,65,7,50,5,41,5,55,5
11/05/2023,16,61,6,65,5,51,5,41,4,54,5
11/05/2023,17,63,5,65,5,51,4,43,3,51,4
11/05/2023,18,63,5,67,4,50,3,43,2,52,4
11/05/2023,19,64,5,67,4,50,3,43,3,54,4
11/05/2023,20,65,5,68,4,51,4,44,3,57,4
11/05/2023,21,65,7,68,4,54,5,44,3,58,5
11/05/2023,22,67,9,68,4,52,5,44,4,60,5
11/05/2023,23,67,11,68,4,52,5,44,4,60,5
11/05/2023,24,67,12,67,5,52,6,43,5,57,5
12/05/2023,1,67,12,67,5,51,8,44,5,55,5
12/05/2023,2,65,11,67,5,51,8,44,5,55,6
12/05/2023,3,65,11,67,5,51,8,44,6,55,5
12/05/2023,4,64,10,67,6,51,8,44,6,55,5
12/05/2023,5,63,9,65,6,50,8,43,6,54,5
12/05/2023,6,63,7,64,6,50,10,43,6,54,6
12/05/2023,7,61,7,67,7,50,12,43,6,54,7
12/05/2023,8,58,8,64,8,50,12,43,6,54,9
12/05/2023,9,60,9,64,8,50,12,44,6,52,9
12/05/2023,10,61,10,63,8,51,12,44,7,51,10
12/05/2023,11,61,10,63,9,52,12,44,6,51,10
12/05/2023,12,63,10,64,9,52,12,45,6,51,11
12/05/2023,13,65,9,65,9,54,11,45,5,51,10
12/05/2023,14,65,9,64,9,55,9,46,5,52,9
12/05/2023,15,67,7,65,7,52,6,46,5,54,7
12/05/2023,16,70,6,67,6,54,5,46,5,54,6
12/05/2023,17,70,5,67,5,54,5,48,4,57,5
12/05/2023,18,71,5,68,5,55,5,48,4,58,5
12/05/2023,19,71,5,68,5,54,5,48,4,60,5
12/05/2023,20,71,4,68,5,54,5,48,4,58,5
12/05/2023,21,71,5,67,7,54,6,46,4,58,6
12/05/2023,22,71,5,67,7,54,8,45,5,58,7
12/05/2023,23,71,5,68,6,55,8,45,5,61,8
12/05/2023,24,70,5,70,6,57,8,45,6,63,8
13/05/2023,1,70,5,68,5,57,8,45,6,64,8
13/05/2023,2,70,5,67,5,57,8,45,6,65,8
13/05/2023,3,68,5,67,5,57,7,46,6,67,8
13/05/2023,4,70,5,65,5,57,6,45,6,65,7
13/05/2023,5,70,5,65,5,57,6,46,6,65,6
13/05/2023,6,71,5,65,5,57,6,45,5,65,5
13/05/2023,7,71,5,65,5,57,7,45,4,65,6
13/05/2023,8,71,6,64,6,55,7,44,5,65,7
13/05/2023,9,71,7,63,6,55,8,43,5,65,8
13/05/2023,10,70,7,64,6,54,8,41,5,67,8
13/05/2023,11,70,7,63,6,54,8,40,5,68,8
13/05/2023,12,70,7,63,6,55,8,40,5,68,8
13/05/2023,13,67,6,61,6,52,7,41,4,71,7
13/05/2023,14,65,5,58,6,51,6,40,4,73,7
13/05/2023,15,64,5,58,5,54,5,40,4,77,6
13/05/2023,16,64,5,58,5,54,5,39,4,77,5
13/05/2023,17,63,5,58,5,60,4,39,4,77,4
13/05/2023,18,61,5,58,5,51,4,40,4,80,3
13/05/2023,19,61,4,58,5,54,4,40,4,78,3
13/05/2023,20,61,4,58,5,55,4,40,4,80,3
13/05/2023,21,64,4,58,5,57,4,40,4,83,4
13/05/2023,22,64,4,57,5,55,4,41,5,83,5
13/05/2023,23,63,5,57,5,54,5,43,5,81,5
13/05/2023,24,63,5,55,5,54,5,43,5,81,6
14/05/2023,1,63,5,55,6,54,5,41,5,83,6
14/05/2023,2,63,5,57,6,55,5,41,5,83,6
14/05/2023,3,64,6,55,6,55,5,41,5,83,7
14/05/2023,4,64,6,55,6,57,6,41,5,83,7
14/05/2023,5,63,6,54,5,54,7,41,5,84,8
14/05/2023,6,64,5,52,5,55,7,41,5,84,8
14/05/2023,7,63,5,51,5,54,8,41,5,84,7
14/05/2023,8,63,5,50,5,54,8,40,5,84,7
14/05/2023,9,61,5,48,5,54,8,40,5,84,6
14/05/2023,10,58,5,46,5,52,7,40,5,83,6
14/05/2023,11,57,5,44,5,52,7,41,5,83,6
14/05/2023,12,55,4,45,5,51,6,41,5,81,6
14/05/2023,13,57,4,45,5,51,5,41,5,77,5
14/05/2023,14,58,4,46,5,52,5,41,5,74,5
14/05/2023,15,60,4,46,5,50,5,41,5,70,5
14/05/2023,16,58,3,46,5,49,4,41,4,67,5
14/05/2023,17,57,3,45,4,49,3,40,4,64,5
14/05/2023,18,55,2,45,4,49,3,39,4,60,4
14/05/2023,19,54,2,44,4,46,3,38,4,60,4
14/05/2023,20,52,2,44,4,46,3,38,5,58,4
14/05/2023,21,51,2,44,3,44,4,36,5,52,4
14/05/2023,22,51,2,43,3,44,3,36,4,55,5
14/05/2023,23,51,2,43,3,44,3,36,4,57,5
14/05/2023,24,50,2,43,2,43,3,35,4,55,5
15/05/2023,1,49,2,41,2,44,3,35,4,57,5
15/05/2023,2,49,2,40,2,43,3,34,3,57,5
15/05/2023,3,46,2,40,1,44,2,34,3,45,5
15/05/2023,4,45,2,39,1,43,2,33,2,44,4
15/05/2023,5,43,2,39,1,44,2,33,2,43,4
15/05/2023,6,41,2,39,2,43,2,31,1,43,4
15/05/2023,7,40,2,38,3,40,3,30,1,43,4
15/05/2023,8,40,3,38,4,40,4,30,2,44,5
15/05/2023,9,40,4,38,5,39,5,29,2,43,5
15/05/2023,10,40,5,39,5,36,5,29,3,43,5
15/05/2023,11,44,5,39,5,34,5,28,3,41,5
15/05/2023,12,45,5,39,5,34,5,28,4,40,5
15/05/2023,13,45,5,39,5,30,5,28,4,40,5
15/05/2023,14,43,5,38,5,30,5,28,4,40,5
15/05/2023,15,44,5,38,5,30,5,28,5,39,4
15/05/2023,16,44,4,38,4,29,4,26,4,39,3
15/05/2023,17,43,3,38,4,28,3,28,4,38,3
15/05/2023,18,43,3,36,3,29,2,28,4,40,3
15/05/2023,19,41,2,36,4,29,2,28,4,40,3
15/05/2023,20,41,2,36,4,28,3,26,4,40,4
15/05/2023,21,41,2,38,3,28,3,26,4,41,4
15/05/2023,22,41,2,38,3,28,3,25,4,43,4
15/05/2023,23,43,2,38,4,28,3,26,4,43,4
15/05/2023,24,43,3,39,4,28,3,26,4,44,5
16/05/2023,1,43,3,40,4,29,3,26,4,44,5
16/05/2023,2,44,3,40,3,30,3,28,4,45,5
16/05/2023,3,44,-99,41,-99,30,4,29,-99,46,-99
16/05/2023,4,45,-99,43,-99,31,3,29,-99,48,-99
16/05/2023,5,46,-99,44,-99,34,4,30,-99,48,-99
16/05/2023,6,48,-99,44,-99,34,5,31,-99,48,-99
16/05/2023,7,48,-99,45,-99,35,5,31,-99,48,-99
16/05/2023,8,50,-99,48,-99,36,5,31,-99,46,-99
16/05/2023,9,50,5,50,12,38,6,33,4,46,7
16/05/2023,10,52,5,50,11,40,6,33,5,46,7
16/05/2023,11,52,5,51,10,43,7,34,5,48,7
16/05/2023,12,52,5,51,10,44,7,35,5,49,7
16/05/2023,13,54,6,52,9,44,7,38,6,50,7
16/05/2023,14,55,5,55,8,46,6,39,6,50,7
16/05/2023,15,57,5,55,7,46,6,40,6,52,6
16/05/2023,16,57,5,55,6,46,5,40,5,55,5
16/05/2023,17,58,5,57,6,46,5,39,5,58,5
16/05/2023,18,58,5,57,6,46,5,39,5,55,5
16/05/2023,19,58,5,58,6,48,5,40,5,55,5
16/05/2023,20,60,5,57,6,48,5,40,5,57,5
16/05/2023,21,60,5,57,7,48,5,41,6,57,5
16/05/2023,22,61,6,57,7,49,6,41,7,55,5
16/05/2023,23,61,7,58,7,50,6,41,7,57,5
16/05/2023,24,63,8,60,7,51,7,41,7,57,5
17/05/2023,1,64,8,63,8,52,7,41,7,57,6
17/05/2023,2,64,8,64,8,54,7,41,6,58,6
17/05/2023,3,65,8,65,8,54,7,41,6,58,6
17/05/2023,4,67,8,67,8,54,6,41,5,58,6
17/05/2023,5,68,7,68,9,54,6,41,5,58,6
17/05/2023,6,68,7,70,9,54,6,41,3,58,6
17/05/2023,7,71,6,70,11,55,6,41,3,60,8
17/05/2023,8,70,8,71,12,57,7,40,3,63,9
17/05/2023,9,71,9,71,12,57,8,40,4,64,9
17/05/2023,10,71,9,73,12,57,8,40,5,68,9
17/05/2023,11,71,9,73,11,55,8,39,5,68,9
17/05/2023,12,71,9,73,11,55,8,38,5,68,8
17/05/2023,13,68,9,73,10,57,8,36,5,68,8
17/05/2023,14,67,9,71,9,57,7,35,5,68,7
17/05/2023,15,65,7,70,7,55,6,35,5,67,7
17/05/2023,16,64,5,71,5,55,5,35,4,65,5
17/05/2023,17,63,5,70,5,57,5,35,4,65,4
17/05/2023,18,63,4,71,5,57,5,36,4,67,5
17/05/2023,19,64,3,71,5,57,5,36,4,67,5
17/05/2023,20,64,3,73,5,57,5,36,4,67,5
17/05/2023,21,63,4,73,6,58,5,36,4,65,5
17/05/2023,22,61,5,73,6,58,5,36,4,67,6
17/05/2023,23,63,5,73,6,58,5,36,4,67,6
17/05/2023,24,64,5,71,6,57,5,36,4,67,6
18/05/2023,1,65,5,70,6,55,5,36,4,67,6
18/05/2023,2,64,5,68,5,54,5,38,4,68,5
18/05/2023,3,63,5,65,5,52,4,38,4,68,5
18/05/2023,4,61,5,63,4,52,4,39,4,68,5
18/05/2023,5,60,5,60,3,52,4,39,4,70,5
18/05/2023,6,60,5,58,3,52,5,39,4,70,5
18/05/2023,7,58,5,57,4,52,5,40,4,71,5
18/05/2023,8,57,5,55,5,51,6,40,5,71,7
18/05/2023,9,55,7,52,7,50,6,40,5,70,8
18/05/2023,10,55,8,51,8,50,7,40,5,68,9
18/05/2023,11,54,8,51,9,50,7,41,5,68,9
18/05/2023,12,54,8,54,9,52,7,41,5,68,8
18/05/2023,13,55,8,54,9,54,7,41,5,68,8
18/05/2023,14,57,8,55,9,55,7,43,5,68,8
18/05/2023,15,57,6,57,7,57,6,43,5,70,6
18/05/2023,16,57,5,57,5,55,5,41,4,70,5
18/05/2023,17,58,4,55,5,52,5,41,4,68,4
18/05/2023,18,58,4,55,5,50,4,40,4,67,5
18/05/2023,19,58,3,55,5,52,4,40,4,70,5
18/05/2023,20,58,3,55,5,52,4,40,3,73,5
18/05/2023,21,60,5,57,5,51,5,40,3,76,6
18/05/2023,22,58,5,57,5,50,5,39,3,77,6
18/05/2023,23,57,5,54,5,49,5,39,3,77,6
18/05/2023,24,52,6,52,5,48,5,39,3,76,6
19/05/2023,1,52,6,52,5,46,5,38,3,74,5
19/05/2023,2,52,6,54,5,46,6,36,3,73,4
19/05/2023,3,52,6,54,5,46,6,35,3,73,4
19/05/2023,4,51,5,55,5,48,6,35,2,71,4
19/05/2023,5,52,5,55,5,48,6,34,2,70,4
19/05/2023,6,51,4,57,5,48,6,34,2,68,4
19/05/2023,7,51,5,58,5,49,7,34,3,67,5
19/05/2023,8,51,5,58,5,49,8,33,4,64,5
19/05/2023,9,51,6,60,5,50,9,33,4,64,5
19/05/2023,10,50,6,60,6,51,9,34,4,61,6
19/05/2023,11,50,7,60,6,51,9,34,5,61,6
19/05/2023,12,51,7,60,6,51,9,34,5,65,6
19/05/2023,13,51,7,60,6,51,9,34,5,65,6
19/05/2023,14,51,7,61,6,51,9,34,5,70,6
19/05/2023,15,52,6,61,6,51,7,34,5,73,5
19/05/2023,16,52,5,61,5,52,5,34,5,73,5
19/05/2023,17,54,5,63,5,54,5,35,4,74,5
19/05/2023,18,54,4,63,5,54,4,36,4,71,5
19/05/2023,19,52,4,61,5,54,4,38,4,71,4
19/05/2023,20,51,4,60,4,51,4,38,4,74,5
19/05/2023,21,51,4,58,4,50,4,38,4,71,5
19/05/2023,22,48,3,58,4,50,4,38,4,65,5
19/05/2023,23,49,3,58,5,50,4,38,4,68,5
19/05/2023,24,49,3,60,5,51,5,38,3,68,5
20/05/2023,1,49,3,60,6,51,5,38,3,71,5
20/05/2023,2,49,3,58,6,51,5,38,4,71,5
20/05/2023,3,49,3,58,7,51,5,39,4,73,5
20/05/2023,4,48,4,58,7,52,5,39,5,77,5
20/05/2023,5,48,4,61,7,52,5,40,5,80,5
20/05/2023,6,48,4,63,8,52,8,40,5,83,6
20/05/2023,7,48,5,65,10,52,9,40,5,87,6
20/05/2023,8,46,5,67,11,52,9,40,5,93,7
20/05/2023,9,45,6,70,11,52,9,39,5,97,8
20/05/2023,10,43,6,74,12,51,8,39,5,101,8
20/05/2023,11,44,6,74,11,50,8,38,5,102,7
20/05/2023,12,44,6,74,11,50,8,39,5,102,7
20/05/2023,13,44,6,76,10,50,7,39,5,103,6
20/05/2023,14,44,5,74,9,49,6,39,4,103,6
20/05/2023,15,41,5,71,7,48,5,39,4,103,5
20/05/2023,16,45,4,71,6,48,4,40,4,102,5
20/05/2023,17,44,3,71,5,48,4,39,3,103,5
20/05/2023,18,45,3,71,5,49,4,38,3,103,4
20/05/2023,19,44,3,71,5,48,3,38,3,103,3
20/05/2023,20,41,3,73,5,49,3,38,3,102,3
20/05/2023,21,43,3,71,5,49,4,38,3,101,3
20/05/2023,22,44,3,71,4,49,4,38,4,101,4
20/05/2023,23,43,3,73,4,49,5,38,4,101,5
20/05/2023,24,44,3,71,4,49,5,38,3,99,5
21/05/2023,1,45,3,71,4,49,5,38,3,97,6
21/05/2023,2,45,3,71,4,49,5,38,3,97,5
21/05/2023,3,46,3,70,3,48,5,38,3,94,5
21/05/2023,4,48,2,68,3,46,5,38,3,91,5
21/05/2023,5,50,2,67,2,45,4,38,2,87,4
21/05/2023,6,50,1,63,2,44,3,36,2,83,3
21/05/2023,7,51,1,58,2,41,2,36,2,78,3
21/05/2023,8,51,1,54,2,40,2,35,2,71,2
21/05/2023,9,50,1,50,2,39,2,34,2,64,2
21/05/2023,10,50,2,44,2,38,3,33,2,58,2
21/05/2023,11,46,2,40,3,36,3,31,2,54,3
21/05/2023,12,45,2,39,3,34,3,31,2,50,3
21/05/2023,13,44,2,36,3,34,3,30,2,49,3
21/05/2023,14,45,2,36,4,34,3,30,2,48,3
21/05/2023,15,45,2,39,3,34,3,31,2,48,3
21/05/2023,16,43,2,39,3,33,3,31,3,48,3
21/05/2023,17,43,2,36,4,33,4,30,3,48,3
21/05/2023,18,45,3,35,4,34,4,30,3,45,3
21/05/2023,19,46,3,34,4,35,4,30,3,44,4
21/05/2023,20,41,3,34,4,35,4,30,3,45,4
21/05/2023,21,39,4,35,5,35,5,29,4,44,4
21/05/2023,22,39,4,35,5,35,5,29,4,41,5
21/05/2023,23,40,4,34,5,34,5,29,4,40,5
21/05/2023,24,39,5,34,5,34,5,28,4,39,5
22/05/2023,1,38,5,33,6,35,6,28,4,38,5
22/05/2023,2,36,5,33,6,34,6,28,5,38,5
22/05/2023,3,36,-99,33,-99,34,6,28,-99,38,-99
22/05/2023,4,35,-99,33,-99,34,5,28,-99,36,-99
22/05/2023,5,34,-99,34,-99,35,5,28,-99,36,-99
22/05/2023,6,33,-99,35,-99,35,5,28,-99,36,-99
22/05/2023,7,34,-99,36,-99,35,5,28,-99,38,-99
22/05/2023,8,35,-99,39,-99,35,5,29,-99,38,-99
22/05/2023,9,35,5,41,6,38,5,29,3,39,6
22/05/2023,10,36,5,44,6,38,6,30,3,41,7
22/05/2023,11,38,5,46,7,39,6,30,4,43,7
22/05/2023,12,38,5,48,7,41,7,31,4,45,8
22/05/2023,13,38,5,49,7,41,7,33,4,46,9
22/05/2023,14,38,5,49,7,44,6,34,4,49,9
22/05/2023,15,38,5,49,6,43,6,34,4,51,8
22/05/2023,16,39,5,51,5,44,5,33,4,50,7
22/05/2023,17,43,5,52,5,43,5,34,4,50,6
22/05/2023,18,40,5,52,5,44,5,34,3,49,5
22/05/2023,19,38,5,51,5,44,5,34,4,50,5
22/05/2023,20,41,5,50,4,44,5,35,4,51,5
22/05/2023,21,43,5,50,4,44,5,35,5,49,5
22/05/2023,22,41,6,49,4,45,6,35,5,51,5
22/05/2023,23,40,7,49,5,45,8,36,5,52,5
22/05/2023,24,43,7,49,5,46,8,38,5,54,5
23/05/2023,1,44,7,50,6,46,9,38,5,57,5
23/05/2023,2,44,7,51,7,48,9,38,5,58,5
23/05/2023,3,45,7,52,7,49,9,38,5,58,5
23/05/2023,4,44,6,54,8,50,9,38,5,60,6
23/05/2023,5,46,5,54,9,51,10,38,6,61,6
23/05/2023,6,48,5,55,10,52,10,38,6,64,7
23/05/2023,7,49,5,57,10,54,11,39,6,65,9
23/05/2023,8,48,5,57,11,57,11,39,6,68,10
23/05/2023,9,49,6,60,12,58,11,39,5,71,11
23/05/2023,10,49,8,61,12,60,12,39,6,73,12
23/05/2023,11,48,9,63,12,61,13,39,6,71,13
23/05/2023,12,48,9,64,12,60,13,39,6,71,13
23/05/2023,13,50,9,64,11,60,12,39,6,70,12
23/05/2023,14,52,9,65,11,58,11,38,5,67,11
23/05/2023,15,54,8,67,9,58,9,36,5,65,9
23/05/2023,16,55,6,67,8,58,8,35,5,65,8
23/05/2023,17,52,5,65,7,61,7,35,4,65,7
23/05/2023,18,49,5,65,7,57,6,35,3,67,6
23/05/2023,19,51,5,67,7,57,5,35,4,64,5
23/05/2023,20,52,5,68,7,57,5,35,4,64,5
23/05/2023,21,54,5,68,7,58,5,36,4,65,5
23/05/2023,22,52,5,71,8,58,5,36,5,65,5
23/05/2023,23,52,5,73,8,60,6,36,5,65,5
23/05/2023,24,50,5,73,8,60,6,36,5,64,5
24/05/2023,1,50,5,73,9,58,6,36,5,63,5
24/05/2023,2,50,5,71,9,58,6,36,5,61,5
24/05/2023,3,49,5,71,9,58,6,36,5,61,6
24/05/2023,4,50,5,73,9,57,6,36,4,61,6
24/05/2023,5,48,5,73,8,57,6,38,3,61,5
24/05/2023,6,45,5,76,8,55,6,38,3,60,5
24/05/2023,7,45,5,76,9,54,6,38,3,58,5
24/05/2023,8,46,6,76,10,54,6,38,3,55,6
24/05/2023,9,45,7,76,10,52,6,38,4,54,7
24/05/2023,10,45,7,74,11,52,8,38,4,54,8
24/05/2023,11,45,7,76,11,52,8,39,5,54,8
24/05/2023,12,43,7,76,11,54,8,39,5,55,8
24/05/2023,13,40,6,74,11,52,8,39,5,55,8
24/05/2023,14,38,6,73,12,52,8,39,5,57,8
24/05/2023,15,35,5,70,9,52,7,39,5,57,7
24/05/2023,16,33,4,68,6,52,6,38,4,57,6
24/05/2023,17,31,3,70,5,51,5,38,3,57,5
24/05/2023,18,33,3,70,5,52,4,38,3,54,4
24/05/2023,19,33,2,70,5,52,4,38,3,54,4
24/05/2023,20,35,2,71,4,54,4,38,3,55,3
24/05/2023,21,36,3,70,4,52,4,36,3,54,4
24/05/2023,22,38,3,68,4,52,4,36,4,52,4
24/05/2023,23,40,3,67,4,52,5,36,4,52,5
24/05/2023,24,41,4,67,5,51,5,36,4,52,5
25/05/2023,1,43,4,68,5,51,5,36,4,54,5
25/05/2023,2,41,4,68,5,51,6,36,4,55,5
25/05/2023,3,41,4,68,5,51,6,36,4,55,5
25/05/2023,4,43,5,68,6,50,5,36,4,55,4
25/05/2023,5,43,4,68,6,50,5,38,3,54,4
25/05/2023,6,44,5,68,7,50,5,38,2,54,4
25/05/2023,7,45,5,68,9,50,6,38,2,54,4
25/05/2023,8,46,5,70,10,50,6,38,3,54,5
25/05/2023,9,46,6,71,11,50,6,38,3,55,5
25/05/2023,10,44,6,73,11,50,7,36,3,54,5
25/05/2023,11,45,7,74,11,51,7,36,4,54,6
25/05/2023,12,45,7,76,11,49,7,38,5,55,6
25/05/2023,13,48,7,74,10,50,7,38,5,55,6
25/05/2023,14,48,7,76,9,49,7,39,5,55,6
25/05/2023,15,48,6,76,8,49,6,40,5,55,5
25/05/2023,16,49,5,77,6,49,5,41,5,55,5
25/05/2023,17,50,4,77,5,49,5,41,4,55,5
25/05/2023,18,51,4,78,5,50,4,41,4,55,4
25/05/2023,19,54,3,77,5,51,4,43,4,55,3
25/05/2023,20,55,3,78,5,54,4,44,4,55,3
25/05/2023,21,58,3,80,5,55,4,44,4,55,3
25/05/2023,22,61,3,80,4,57,5,44,4,57,3
25/05/2023,23,60,3,78,4,55,5,44,3,58,3
25/05/2023,24,58,3,77,4,55,5,44,3,58,4
26/05/2023,1,60,3,74,3,54,4,44,3,58,4
26/05/2023,2,60,3,71,3,54,4,44,2,58,3
26/05/2023,3,60,2,68,3,54,3,44,2,57,3
26/05/2023,4,60,2,65,2,54,3,43,2,57,3
26/05/2023,5,60,2,64,2,55,2,44,2,57,2
26/05/2023,6,60,2,63,2,55,2,44,1,57,2
26/05/2023,7,60,2,61,3,55,3,44,1,57,3
26/05/2023,8,58,3,60,4,55,3,44,2,58,4
26/05/2023,9,58,3,58,5,55,4,44,3,57,4
26/05/2023,10,64,3,57,5,55,4,44,3,58,5
26/05/2023,11,63,3,55,5,54,5,44,3,58,5
26/05/2023,12,63,4,54,6,55,5,43,3,61,5
26/05/2023,13,63,4,52,6,54,5,41,3,61,5
26/05/2023,14,60,4,52,5,54,5,41,4,60,5
26/05/2023,15,58,3,52,5,55,5,40,3,60,5
26/05/2023,16,57,3,51,5,55,5,40,3,60,4
26/05/2023,17,57,3,51,5,55,5,40,3,61,4
26/05/2023,18,58,2,54,4,58,5,40,3,67,4
26/05/2023,19,63,3,57,4,58,5,40,3,65,3
26/05/2023,20,57,3,54,4,57,5,40,3,65,3
26/05/2023,21,58,3,54,3,55,5,40,3,65,4
26/05/2023,22,57,3,54,3,55,5,40,4,65,5
26/05/2023,23,55,3,52,4,55,5,40,4,64,5
26/05/2023,24,54,3,52,4,57,6,41,4,64,5
27/05/2023,1,52,3,54,4,57,6,43,5,64,5
27/05/2023,2,52,3,54,4,58,5,44,5,64,5
27/05/2023,3,55,3,54,3,58,5,46,5,63,5
27/05/2023,4,58,2,55,3,57,5,46,4,63,4
27/05/2023,5,60,2,55,3,57,4,45,4,64,4
27/05/2023,6,61,2,57,3,57,4,45,3,63,3
27/05/2023,7,61,2,55,4,57,4,45,3,63,3
27/05/2023,8,63,2,54,4,57,3,45,3,63,3
27/05/2023,9,63,3,54,4,57,3,45,2,61,3
27/05/2023,10,65,3,54,4,57,4,44,2,60,3
27/05/2023,11,65,3,52,5,57,4,45,2,58,3
27/05/2023,12,65,3,51,5,57,4,46,2,58,3
27/05/2023,13,64,3,52,5,58,5,46,2,60,3
27/05/2023,14,67,3,52,5,57,5,45,3,58,4
27/05/2023,15,70,3,54,4,55,4,45,3,58,3
27/05/2023,16,71,2,54,4,55,4,44,2,58,3
27/05/2023,17,54,2,55,4,57,4,44,2,60,3
27/05/2023,18,52,2,55,4,54,4,44,2,58,3
27/05/2023,19,48,2,54,5,54,4,44,2,57,3
27/05/2023,20,48,2,54,5,54,4,43,2,54,3
27/05/2023,21,49,2,54,5,52,4,41,2,52,3
27/05/2023,22,49,3,55,5,51,5,40,3,50,3
27/05/2023,23,48,3,54,5,51,5,40,3,50,3
27/05/2023,24,46,4,54,5,50,5,39,4,50,4
28/05/2023,1,65,4,54,6,51,5,39,4,50,4
28/05/2023,2,65,4,55,6,51,5,39,4,52,4
28/05/2023,3,64,-99,55,-99,50,-99,36,-99,54,-99
28/05/2023,4,63,-99,54,-99,51,-99,36,-99,54,-99
28/05/2023,5,60,-99,55,-99,51,-99,35,-99,55,-99
28/05/2023,6,58,-99,55,-99,51,-99,35,-99,57,-99
28/05/2023,7,58,-99,57,-99,51,-99,35,-99,58,-99
28/05/2023,8,57,-99,57,-99,50,-99,35,-99,58,-99
28/05/2023,9,54,2,58,3,50,3,35,3,60,4
28/05/2023,10,50,2,60,3,49,3,35,3,60,4
28/05/2023,11,49,3,60,3,49,3,35,4,60,4
28/05/2023,12,49,3,58,3,48,3,35,4,61,4
28/05/2023,13,50,3,57,4,48,3,35,4,61,4
28/05/2023,14,50,3,55,4,48,3,35,4,60,3
28/05/2023,15,50,3,54,4,46,3,34,4,61,3
28/05/2023,16,50,2,52,5,46,3,33,4,61,3
28/05/2023,17,50,2,52,4,44,3,33,4,60,3
28/05/2023,18,38,2,51,4,43,3,31,4,58,3
28/05/2023,19,36,2,51,4,40,3,30,5,58,3
28/05/2023,20,35,3,48,4,39,4,29,5,55,3
28/05/2023,21,34,3,46,4,39,4,29,5,55,4
28/05/2023,22,34,4,45,4,38,4,29,5,55,4
28/05/2023,23,33,4,44,4,38,5,29,5,55,5
28/05/2023,24,31,5,44,4,38,5,29,5,54,5
29/05/2023,1,31,5,43,5,36,6,28,5,52,5
29/05/2023,2,33,5,43,5,36,6,28,5,51,5
29/05/2023,3,31,5,43,5,36,5,26,4,50,5
29/05/2023,4,31,5,43,5,36,5,26,4,49,5
29/05/2023,5,33,4,43,5,36,5,26,3,48,4
29/05/2023,6,33,5,43,6,36,6,26,2,46,4
29/05/2023,7,33,5,43,7,36,7,25,2,44,3
29/05/2023,8,33,5,43,7,36,7,25,3,43,4
29/05/2023,9,34,5,44,7,36,6,25,4,41,5
29/05/2023,10,35,6,46,7,38,6,25,4,41,5
29/05/2023,11,36,6,46,7,38,6,25,4,41,5
29/05/2023,12,35,6,46,7,38,6,25,5,40,6
29/05/2023,13,35,7,48,7,36,6,25,5,39,6
29/05/2023,14,35,6,49,6,36,6,25,5,39,6
29/05/2023,15,35,5,52,6,36,5,25,4,41,6
29/05/2023,16,36,5,52,5,36,5,25,4,43,5
29/05/2023,17,36,4,51,5,36,5,25,3,45,5
29/05/2023,18,36,4,54,5,36,4,26,3,45,5
29/05/2023,19,36,4,52,4,39,4,28,3,43,5
29/05/2023,20,38,5,52,5,39,5,28,4,44,5
29/05/2023,21,38,6,55,6,39,5,28,4,44,5
29/05/2023,22,39,8,57,8,41,6,29,7,44,5
29/05/2023,23,40,9,60,10,43,7,29,6,45,5
29/05/2023,24,40,10,64,10,44,7,29,6,45,5
30/05/2023,1,41,11,65,11,44,8,29,6,44,5
30/05/2023,2,43,12,67,12,45,9,30,6,44,5
30/05/2023,3,44,12,70,12,45,9,30,7,44,5
30/05/2023,4,46,12,71,13,45,9,31,7,44,5
30/05/2023,5,46,11,71,12,45,9,31,6,44,5
30/05/2023,6,50,11,70,11,45,9,33,5,44,5
30/05/2023,7,52,11,68,10,45,9,33,5,45,5
30/05/2023,8,54,13,70,9,45,10,33,5,45,5
30/05/2023,9,57,14,70,9,45,9,31,5,46,6
30/05/2023,10,57,14,68,9,45,8,33,5,48,6
30/05/2023,11,58,13,68,9,45,8,33,5,48,6
30/05/2023,12,58,12,68,9,48,7,33,5,49,6
30/05/2023,13,60,11,64,8,49,7,34,5,49,6
30/05/2023,14,60,10,64,7,48,6,34,5,50,6
30/05/2023,15,61,8,64,5,48,5,35,5,48,5
30/05/2023,16,58,5,63,5,48,5,35,5,45,4
30/05/2023,17,58,3,61,3,48,5,35,5,43,3
30/05/2023,18,60,2,61,3,48,4,34,4,41,3
30/05/2023,19,60,2,61,3,48,4,35,4,43,4
30/05/2023,20,61,3,61,3,48,5,35,3,45,4
30/05/2023,21,61,4,63,3,39,5,34,4,46,4
30/05/2023,22,61,4,63,3,40,6,34,4,46,4
30/05/2023,23,61,4,63,3,40,6,35,4,48,4
30/05/2023,24,63,4,63,3,40,6,36,4,49,5
31/05/2023,1,63,4,63,4,40,6,36,5,51,5
31/05/2023,2,61,4,61,4,40,6,36,5,52,5
31/05/2023,3,60,5,60,4,40,5,36,4,52,5
31/05/2023,4,60,3,58,4,40,5,36,4,54,5
31/05/2023,5,58,3,58,4,40,4,36,3,57,5
31/05/2023,6,54,2,57,3,40,3,38,3,58,5
31/05/2023,7,51,3,55,4,40,3,38,4,58,5
31/05/2023,8,50,4,54,5,40,4,38,4,61,5
